,vid_name,channel_name,publishedAt ,views,likes,commentCount,vidID,Playlist_id,Playlist_name,channel_id,subs,artist
237,J. Balvin - Ay Vamos (Official Video),jbalvinVEVO,2014-08-29T16:06:21Z,1938898299,5419310,133211,TapXs54Ah3E,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
238,"J Balvin, Zion & Lennox - No Es Justo (Official Video)",jbalvinVEVO,2018-06-29T04:00:00Z,760562922,2192214,43089,2zn4dAuZ2RU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
239,"J. Balvin, Zion & Lennox - Si Te Atreves (Official Video)",jbalvinVEVO,2021-09-10T16:00:27Z,12773153,204900,3337,luOTxfMlacE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
240,"J Balvin, Khalid - Otra Noche Sin Ti (Official Video)",jbalvinVEVO,2021-04-09T04:00:12Z,42607449,518208,11972,qrTiyVEW8gc,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
241,J Balvin - 6 AM ft. Farruko,jbalvinVEVO,2014-04-04T19:30:01Z,1192648586,2998853,68467,yUV9JwiQLog,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
242,J. Balvin - Que Locura (Official Video),jbalvinVEVO,2021-08-13T04:00:09Z,10820903,166582,5117,rqAV8VcY6RQ,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
243,J Balvin - Sigo Extrañándote (Official Video),jbalvinVEVO,2017-02-17T05:00:04Z,503079577,1999371,55260,nZ0zbsZOdwg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
244,J. Balvin - Ahora (Official Video),jbalvinVEVO,2018-02-26T05:00:01Z,230543273,1029869,30062,BQ31l1gPGKM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
245,J Balvin - Morado (Official Video),jbalvinVEVO,2020-01-10T00:00:10Z,234261077,1976799,47642,d5ZVaWxkAaQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
246,J. Balvin - Tu Veneno (Official Video),jbalvinVEVO,2021-03-19T00:00:15Z,30878394,397779,10448,5CCAMBT4WDw,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
247,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),Bad Bunny,2019-10-14T19:13:38Z,667165539,2860168,53689,LxOTsiV4tkQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
248,J Balvin - Azul (Official Animated Video),jbalvinVEVO,2020-06-10T23:00:12Z,211542928,1674322,38097,bcaLBKH-Yfc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
249,J Balvin - Reggaeton (Official Video),jbalvinVEVO,2018-11-17T04:58:16Z,255787762,1932587,42975,6DHDIDgn2oA,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
250,"J. Balvin, Jeon, Anitta - Machika (Official Video)",jbalvinVEVO,2018-01-19T05:00:01Z,207003492,2142084,99343,liczsmUSMA4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
251,J Balvin - Blanco,jbalvinVEVO,2019-11-15T05:00:00Z,271490610,1745736,42083,8j1xiiAZhIQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
252,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),jbalvinVEVO,2017-03-04T00:00:01Z,1003005513,3628172,117615,Km4BayZykwE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
253,J. Balvin - Snapchat (Audio),jbalvinVEVO,2016-10-03T07:00:01Z,19187797,200976,3509,D1PQ6DPZUCQ,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
254,J Balvin - Ambiente (Official Video),jbalvinVEVO,2018-04-13T05:00:05Z,417969121,1490143,33041,rzgw0XldTC0,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
255,J Balvin - Amarillo (Official Video),jbalvinVEVO,2020-03-19T23:00:11Z,174184425,2056474,54470,KHAgoT4FZbc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
256,J Balvin - Tranquila (Official Video),jbalvinVEVO,2012-12-18T16:53:34Z,499110581,2137856,92301,HWyEEj2pSt0,FLt-k6JwNWHMXDBGm9IYHdsg,Favorites,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
257,J Balvin - Negro (Animated Video),jbalvinVEVO,2020-06-29T17:00:03Z,29004606,369601,9498,IcBmnstOR64,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
258,J. Balvin - Veneno (Official Video),jbalvinVEVO,2016-09-16T07:00:01Z,4775525,37093,747,6xxaz3Sb1fk,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
259,J Balvin - Bobo (Official Video),jbalvinVEVO,2016-05-13T15:00:01Z,648752863,2190194,77513,0GvLP2C2w9U,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
260,Major Lazer - Que Calor (J Balvin & El Alfa) (Dance Video Compilation),J Balvin,2019-11-01T19:32:13Z,733677,23029,617,-S0xdHWnY7w,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
261,HUMAN LOST feat. J. Balvin / m-flo (Spanish Version),J Balvin,2019-10-11T04:00:08Z,862490,40207,2353,sGY-AKWdYGI,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
262,Arcoiris Tour - Miami American Airlines Arena 9-14-19,J Balvin,2019-09-18T22:19:24Z,150963,7078,438,G-qoYBV8Nbk,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
263,Coming soon.. @majorlazer @elalfaeljefe 9/11,J Balvin,2019-09-08T18:33:14Z,452331,15798,895,csTVXzM8VyY,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
264,Sigo Extrañandote - J Balvin | Fan Video,J Balvin,2018-03-08T16:00:03Z,3264327,96874,4439,WmcADiV_0Tg,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
265,J Balvin - Azul (Official Animated Video),jbalvinVEVO,2020-06-10T23:00:12Z,211542928,1674322,38097,bcaLBKH-Yfc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
266,J Balvin - Negro (Animated Video),jbalvinVEVO,2020-06-29T17:00:03Z,29004606,369601,9498,IcBmnstOR64,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
267,J Balvin - Rosa,jbalvinVEVO,2020-05-01T16:00:10Z,46981779,678429,18324,poEvIHHMW7c,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
268,"J Balvin, Sky - Verde",jbalvinVEVO,2020-04-18T16:00:04Z,90288808,937182,20908,DAlvSNHny2s,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
269,J Balvin - Ma' G,jbalvinVEVO,2021-02-28T03:00:08Z,23442559,416593,15187,moFLjsO9TGA,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
270,"¿QUÉ MÁS PUES? - J BALVIN, MARIA BECERRA (OFFICIAL TRAILER)",J Balvin,2021-05-22T17:00:04Z,1726572,88074,4429,3zQmwJn-wJM,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
271,"J. Balvin, Jay Wheeler - Otro Fili (Official Video)",jbalvinVEVO,2021-06-11T00:00:09Z,36828001,450441,9422,Kjys7M4PB4s,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
272,J Balvin - 7 De Mayo,jbalvinVEVO,2021-05-07T04:00:07Z,10011415,275897,10796,QKMg_HCa1tY,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
273,"J. Balvin, Zion & Lennox - Si Te Atreves (Official Video)",jbalvinVEVO,2021-09-10T16:00:27Z,12773153,204900,3337,luOTxfMlacE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
274,"J. Balvin, Zion & Lennox - Si Te Atreves (Official Video)",jbalvinVEVO,2021-09-10T16:00:27Z,12773153,204900,3337,luOTxfMlacE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
275,J Balvin - Que Pretendes (LIVE) - Lollapalooza Chicago 2019,theotherlinda,2019-08-07T07:13:15Z,133805,1236,24,H-RN88XH-2U,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
276,"J Balvin & Nicky Jam: ""Mi Gente""/""X"" Medley",The Tonight Show Starring Jimmy Fallon,2018-08-02T04:34:32Z,7920792,145826,5634,lh3IEf-3HEs,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
277,"J Balvin & Nicky Jam: ""Mi Gente""/""X"" Medley",The Tonight Show Starring Jimmy Fallon,2018-08-02T04:34:32Z,7920792,145826,5634,lh3IEf-3HEs,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
278,"J Balvin & Nicky Jam: ""Mi Gente""/""X"" Medley",The Tonight Show Starring Jimmy Fallon,2018-08-02T04:34:32Z,7920792,145826,5634,lh3IEf-3HEs,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
279,"J Balvin Makes History with SNL, Lollapalooza and Beyoncé's Beychella",The Tonight Show Starring Jimmy Fallon,2019-05-21T04:09:25Z,2933661,60497,2536,Y6Mzfrg1P7w,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
280,J Balvin - Mi Gente (Live At GMA),Central J Balvin,2018-05-21T20:01:08Z,263958,3940,85,TxbQdhD8SYA,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
281,J Balvin - Ahora (Live At GMA),Central J Balvin,2018-05-21T20:01:08Z,85826,998,52,bMNWZlixb38,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
282,J Balvin - Ambiente (Live At GMA),Central J Balvin,2018-05-21T20:01:08Z,238596,2428,191,N6rOCOUU3vM,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
283,Familiar - Liam Payne ft J Balvin - LIVE on Summer Concert Series GMA 15/05/2018,SamBakerTX,2018-05-15T12:53:19Z,17979,323,12,BYBTK9hmWD8,PLWgVwtnp9KuhFHuTZQ8AnVIVVeh09kknQ,Live Performances,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
284,"J. Balvin, Zion & Lennox - Si Te Atreves (Official Video)",jbalvinVEVO,2021-09-10T16:00:27Z,12773153,204900,3337,luOTxfMlacE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
285,"J.Balvin, Karol G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander - Poblado",jbalvinVEVO,2021-06-18T00:00:09Z,437135305,2075229,46398,s8hA0QRIwfo,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
286,"J Balvin, Maria Becerra - Qué Más Pues? (Official Video)",jbalvinVEVO,2021-05-28T00:00:26Z,631891540,3131085,62872,zisuhZqTeH4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
287,J Balvin - Ma' G,jbalvinVEVO,2021-02-28T03:00:08Z,23442559,416593,15187,moFLjsO9TGA,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
288,"La Luz - Sech, J Balvin (Video Oficial)",Sech,2020-11-01T02:15:10Z,59889427,795040,21421,SR3DVWRwslU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
289,J Balvin - Negro (Animated Video),jbalvinVEVO,2020-06-29T17:00:03Z,29004606,369601,9498,IcBmnstOR64,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
290,J Balvin - Azul (Official Animated Video),jbalvinVEVO,2020-06-10T23:00:12Z,211542928,1674322,38097,bcaLBKH-Yfc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
291,J Balvin - Rosa,jbalvinVEVO,2020-05-01T16:00:10Z,46981779,678429,18324,poEvIHHMW7c,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
292,"J Balvin, Sky - Verde",jbalvinVEVO,2020-04-18T16:00:04Z,90288808,937182,20908,DAlvSNHny2s,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
293,J Balvin - Gris (Official Video),jbalvinVEVO,2020-04-08T16:00:11Z,52233214,594257,14108,lYNxsv-XmZc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
294,J Balvin - Amarillo (Official Video),jbalvinVEVO,2020-03-19T23:00:11Z,174184425,2056474,54470,KHAgoT4FZbc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
295,J Balvin - Rojo (Official Video),jbalvinVEVO,2020-02-28T00:00:11Z,353882560,3444860,84821,_tG70FWd1Ds,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
296,J Balvin - Morado (Official Video),jbalvinVEVO,2020-01-10T00:00:10Z,234261077,1976799,47642,d5ZVaWxkAaQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
297,J Balvin - Blanco,jbalvinVEVO,2019-11-15T05:00:00Z,271490610,1745736,42083,8j1xiiAZhIQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
298,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),Bad Bunny,2019-10-14T19:13:38Z,667165539,2860168,53689,LxOTsiV4tkQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
299,HUMAN LOST feat. J. Balvin / m-flo (Spanish Version),J Balvin,2019-10-11T04:00:08Z,862490,40207,2353,sGY-AKWdYGI,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
300,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)",BlackEyedPeasVEVO,2019-10-11T04:00:04Z,1042487402,6498017,130704,EzKkl64rRbM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
301,"Reik, J Balvin, Lalo Ebratt - Indeciso",reikVEVO,2019-08-23T04:00:11Z,176759480,835620,10313,y-BFrPQPGjM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
302,"J Balvin, Bad Bunny - CUIDAO POR AHÍ (Official Video)",jbalvinVEVO,2019-08-23T04:00:08Z,55197156,509139,54168,zvAUZQxb0ME,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
303,J BALVIN x BAD BUNNY - YO LE LLEGO | OASIS (Video Oficial),Bad Bunny,2019-08-09T04:00:22Z,69401925,770545,20113,X-og30D3lxs,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
304,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)",Anuel AA,2019-07-19T14:03:10Z,2038322791,8559439,307545,0VR3dfZf9Yg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
305,"J Balvin, Bad Bunny - QUE PRETENDES (Official Video)",jbalvinVEVO,2019-06-28T03:58:45Z,378288383,2367706,39329,kPc3Pe42bGI,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
306,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",JhayCortezVEVO,2019-05-17T04:00:03Z,2070703131,6110944,108669,w2C6RhQBYlg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
307,J Balvin - La Rebelión (Official Video),jbalvinVEVO,2019-04-01T04:00:10Z,13277061,286571,9171,vfN_HealI84,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
308,J Balvin - Reggaeton (Official Video),jbalvinVEVO,2018-11-17T04:58:16Z,255787762,1932587,42975,6DHDIDgn2oA,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
309,J Balvin - No Es Justo ft. Zion & Lennox (Live From Jimmy Kimmel!),jbalvinVEVO,2018-10-25T02:43:41Z,1950856,31477,1580,mX-WOTbf8EY,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
310,"J Balvin, Zion & Lennox - No Es Justo (Official Video)",jbalvinVEVO,2018-06-29T04:00:00Z,760562922,2192214,43089,2zn4dAuZ2RU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
311,"Jhayco, J Balvin - Están Pa´ Mí",JhayCortezVEVO,2018-05-04T04:00:06Z,29721960,137136,2944,oBAlEGWDLXQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
312,"J Balvin, Michael Brun - Positivo (Official Video)",jbalvinVEVO,2018-04-30T03:47:31Z,13660146,264824,15180,uJ9M_7zSa3s,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
313,J Balvin - Ambiente (Official Video),jbalvinVEVO,2018-04-13T05:00:05Z,417969121,1490143,33041,rzgw0XldTC0,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
314,J. Balvin - Ahora (Official Video),jbalvinVEVO,2018-02-26T05:00:01Z,230543273,1029869,30062,BQ31l1gPGKM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
315,"J. Balvin, Jeon, Anitta - Machika (Official Video)",jbalvinVEVO,2018-01-19T05:00:01Z,207003492,2142084,99343,liczsmUSMA4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
316,"J. Balvin, Jowell & Randy - Bonita (Remix) ft. Nicky Jam, Wisin, Yandel, Ozuna",jbalvinVEVO,2017-12-22T05:00:03Z,108140617,488357,11951,tLOl3s0uIM4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
317,"J Balvin, Willy William - Mi Gente (Official Video)",jbalvinVEVO,2017-06-30T04:00:05Z,3238330427,17734397,523173,wnJ6LuUFpMo,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
318,"J. Balvin, Jowell & Randy - Bonita (Official Video)",jbalvinVEVO,2017-06-02T04:00:00Z,442097935,2011746,54772,SqpvOqRieYY,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
319,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),jbalvinVEVO,2017-03-04T00:00:01Z,1003005513,3628172,117615,Km4BayZykwE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
320,J Balvin - Sigo Extrañándote (Official Video),jbalvinVEVO,2017-02-17T05:00:04Z,503079577,1999371,55260,nZ0zbsZOdwg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
321,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",jbalvinVEVO,2016-09-02T07:00:00Z,1101989982,3936038,92695,JWESLtAKKlU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
322,J Balvin - Bobo (Official Video),jbalvinVEVO,2016-05-13T15:00:01Z,648752863,2190194,77513,0GvLP2C2w9U,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
323,J. Balvin - Ginza (Official Video),jbalvinVEVO,2015-07-21T16:00:03Z,860012177,3511822,121642,zZjSX01P5dE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
324,J. Balvin - Ay Vamos (Official Video),jbalvinVEVO,2014-08-29T16:06:21Z,1938899012,5419311,133211,TapXs54Ah3E,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
325,J Balvin - 6 AM ft. Farruko,jbalvinVEVO,2014-04-04T19:30:01Z,1192648586,2998853,68467,yUV9JwiQLog,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
326,J Balvin - Sola (Official Video),jbalvinVEVO,2013-10-03T15:40:00Z,90768629,307128,8416,Nk4N_LGWNA4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
327,J Balvin - Tranquila (Official Video),jbalvinVEVO,2012-12-18T16:53:34Z,499110581,2137856,92301,HWyEEj2pSt0,FLt-k6JwNWHMXDBGm9IYHdsg,Favorites,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
328,J Balvin - Como Un Animal (Official Video),jbalvinVEVO,2012-04-24T00:00:08Z,12322610,53514,1873,BWMQ9pc4elE,FLt-k6JwNWHMXDBGm9IYHdsg,Favorites,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
329,J Balvin - En Lo Oscuro (Official Video),jbalvinVEVO,2012-02-22T21:32:51Z,15882569,59215,2565,msETP5UUqYs,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
330,J Balvin - Tranquila (Official Video),jbalvinVEVO,2012-12-18T16:53:34Z,499110581,2137856,92301,HWyEEj2pSt0,FLt-k6JwNWHMXDBGm9IYHdsg,Favorites,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
331,Video J Balvin Es el Artista del año 2012 - Premios Shock,J Balvin,2012-11-08T17:02:56Z,120830,1195,74,4Ad3ykQQLAU,FLt-k6JwNWHMXDBGm9IYHdsg,Favorites,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
